strain	date		country	region	lineage	GRI.Lineage.Level.0	GRI.Lineage.Level.1	GRI.Lineage.Level.2	GRI.Lineage.Level.3	GRI.Lineage.Level.4	GRI.Lineage.Level.5	GRI.Lineage.Level.6	GRI.Lineage.Level.7	GRI.Lineage.Level.8	author	accession	old_date	decimal_date	latitude	longitude
MW161438.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161399.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161435.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161395.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161396.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161401.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161397.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161436.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161400.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161402.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161437.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161398.1	2018-10-06		Sudan	EAf	IOL	B	B.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	B.1.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-06 (2018-10-01 - 2018-10-31)	2018.76164383562	14.5844444	29.4917691
MW161404.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161392.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161373.1	2018-10-31		Sudan	EAf	IOL	B	B.1	B.1.7	B.1.7	B.1.7	B.1.7	B.1.7	B.1.7	B.1.7	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-31 (2018-10-04 - 2018-10-31)	2018.8301369863	14.5844444	29.4917691
MW161429.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1.7	B.1.7	B.1.7	B.1.7	B.1.7	B.1.7	B.1.7	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MT023791.1	2019-12-15		Djibouti		IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Fourie,T., Dia,A., Piorkowski,G., Durand,G., Grard,G., de Lamballerie,X., Simon,F. and Leparc-Goffart,I.	NA	2019-12-15	2019.95342465753	11.8145966	42.8453061
MW161368.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1.6	B.1.6	B.1.6	B.1.6	B.1.6	B.1.6	B.1.6	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-27)	2018.74794520548	14.5844444	29.4917691
MW161411.1	2018-10-31		Sudan	EAf	IOL	B	B.1	B.1.6	B.1.6	B.1.6	B.1.6	B.1.6	B.1.6	B.1.6	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-31 (2018-10-05 - 2018-10-31)	2018.8301369863	14.5844444	29.4917691
MW161372.1	2018-10-31		Sudan	EAf	IOL	B	B.1	B.1.5	B.1.5	B.1.5	B.1.5	B.1.5	B.1.5	B.1.5	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-31 (2018-10-05 - 2018-10-31)	2018.8301369863	14.5844444	29.4917691
MW161431.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1.5	B.1.5	B.1.5	B.1.5	B.1.5	B.1.5	B.1.5	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-27)	2018.74794520548	14.5844444	29.4917691
MW161441.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161415.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161381.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161382.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161414.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161387.1	2018-10-01		Sudan	EAf	IOL	B	B.1	B.1	B.1	B.1	B.1	B.1	B.1	B.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-01 (2018-10-01 - 2018-10-28)	2018.74794520548	14.5844444	29.4917691
MW161433.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.3	B.1.0.3.3	B.1.0.3.3	B.1.0.3.3	B.1.0.3.3	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161376.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.3	B.1.0.3.3	B.1.0.3.3	B.1.0.3.3	B.1.0.3.3	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161371.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.2	B.1.0.3.2	B.1.0.3.2	B.1.0.3.2	B.1.0.3.2	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161454.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.2	B.1.0.3.2	B.1.0.3.2	B.1.0.3.2	B.1.0.3.2	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161428.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.1	B.1.0.3.1	B.1.0.3.1	B.1.0.3.1	B.1.0.3.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161444.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.1	B.1.0.3.1	B.1.0.3.1	B.1.0.3.1	B.1.0.3.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161455.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.0	B.1.0.3.0	B.1.0.3.0	B.1.0.3.0	B.1.0.3.0	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161364.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.3	B.1.0.3.0	B.1.0.3.0	B.1.0.3.0	B.1.0.3.0	B.1.0.3.0	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161451.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.3	B.1.0.2.3	B.1.0.2.3	B.1.0.2.3	B.1.0.2.3	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161460.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.3	B.1.0.2.3	B.1.0.2.3	B.1.0.2.3	B.1.0.2.3	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161405.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.2	B.1.0.2.2	B.1.0.2.2	B.1.0.2.2	B.1.0.2.2	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161448.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.2	B.1.0.2.2	B.1.0.2.2	B.1.0.2.2	B.1.0.2.2	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161458.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.1	B.1.0.2.1	B.1.0.2.1	B.1.0.2.1	B.1.0.2.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161457.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.1	B.1.0.2.1	B.1.0.2.1	B.1.0.2.1	B.1.0.2.1	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
MW161453.1	2018-10-16		Sudan	EAf	IOL	B	B.1	B.1.0	B.1.0.2	B.1.0.2.0	B.1.0.2.0	B.1.0.2.0	B.1.0.2.0	B.1.0.2.0	Bower,H., El Karsany,M., Adam,A.A.A.H., Idriss,M.I., Alzain,M.A., Alfakiyousif,M.E.A., Mohamed,R., Mahmoud,I., Albadri,O., Mahmoud,S.A.A., Abdalla,O.I., Eldigail,M., Elagib,N., Arnold,U., Gutierrez,B., Pybus,O.G., Carter,D.P., Pullan,S.T., Jacob,S.T., Abdallah,T.M., Gannon,B. and Fletcher,T.E.	NA	2018-10-16 (2018-10-01 - 2018-10-31)	2018.78904109589	14.5844444	29.4917691
